Name,Qual,Elevation,Geogr1,Geogr2,Eg el abbreviation,Year,Month,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Abobo,Abobo,530,34.43,7.85,PRECIP,2010,07,09:00,0.0,0.8,0.0,58.1,0.0,0.0,0.0,6.8,2.4,6.4,0.0,0.0,0.0,0.3,5.1,0.0,0.0,1.2,0.7,2.2,7.2,0.3,65.7,18.7,0.2,0.0,31.9,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,01,09:00,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,04,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6.7,35.7,0.0,12.3,0.0,0.0,0.0,1.8,0.0,0.0,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,05,09:00,1.2,0.0,0.0,0.0,0.0,24.7,0.0,0.6,8.2,2.1,6.0,0.0,4.6,7.7,,24.2,0.0,11.8,2.4,0.0,13.8,0.0,0.0,0.0,0.0,,33.7,0.0,32.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,06,09:00,4.4,1.7,0.0,0.0,0.0,2.0,0.0,8.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.4,6.2,0.0,0.0,6.8,1.9,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,07,09:00,2.1,1.1,0.0,0.0,6.2,2.8,0.0,0.0,0.0,8.0,26.7,0.0,1.0,5.3,3.0,17.5,1.2,7.0,0.0,0.0,10.7,0.0,0.7,7.4,20.5,0.0,0.0,32.0,0.0,14.4,56.6
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,08,09:00,0.0,0.0,0.0,0.0,0.0,33.7,5.0,0.0,0.6,6.5,27.4,2.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,63.7,0.3
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,09,09:00,0.0,42.0,0.0,15.8,6.5,0.4,0.0,0.0,16.5,0.0,50.7,0.0,0.6,7.6,2.0,4.0,37.8,0.0,11.1,0.0,0.0,20.7,4.1,0.0,1.8,13.1,0.9,1.4,0.0,4.6,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,10,09:00,6.7,0.0,2.3,15.7,2.6,0.0,0.0,3.9,2.5,0.0,0.0,24.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,3.5,14.2,19.5,0.0,1.1,0.0,0.0,1.6,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,11,09:00,4.5,77.1,0.0,17.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.7,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.6,0.0,0.0,0.7,
Abobo,Abobo,530,34.43,7.85,PRECIP,2012,12,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,02,09:00,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,03,09:00,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,04,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,6.1,0.0,26.8,0.0,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,05,09:00,8.8,0.0,2.5,20.3,7.8,0.0,0.0,16.6,18.1,4.5,14.9,0.0,12.5,0.0,0.0,13.7,4.6,12.4,8.4,11.7,0.6,1.3,1.9,0.0,0.0,0.0,0.0,0.0,4.4,6.8,0.7
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,06,09:00,0.0,17.4,0.0,44.2,0.0,0.0,0.0,36.0,0.0,13.6,3.0,18.0,0.0,0.0,0.0,0.0,17.0,19.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,4.4,
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,07,09:00,0.0,3.3,26.2,0.0,4.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,12.8,18.5,0.0,16.2,3.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.5,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,08,09:00,0.0,43.9,0.0,5.7,41.9,0.0,0.0,5.6,0.0,2.5,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,1.2,18.5,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,09,09:00,0.0,4.0,0.0,10.8,1.3,0.4,0.0,19.0,0.0,3.3,0.0,0.0,6.4,0.0,0.0,21.7,3.6,0.0,0.0,0.0,0.0,0.0,2.4,0.0,15.7,0.0,0.0,0.0,0.4,2.2,
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,10,09:00,0.0,0.0,3.4,3.7,5.1,0.0,0.0,0.0,0.6,3.6,2.2,3.5,0.0,0.0,0.0,4.4,0.7,0.0,0.0,0.0,4.9,0.0,0.0,0.0,17.0,0.0,0.0,42.7,3.4,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,11,09:00,0.0,1.1,0.0,29.0,3.4,0.8,3.2,2.7,0.0,0.0,0.0,25.8,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2013,12,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,,,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,3.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.3,0.0
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,04,09:00,11.9,2.5,0.0,0.0,0.4,0.0,25.9,0.5,1.6,0.0,0.0,0.0,20.0,1.8,11.6,35.7,0.4,4.5,11.5,0.0,9.4,0.0,0.0,15.7,0.0,2.7,0.0,0.0,0.0,30.9,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,05,09:00,1.8,0.0,0.0,0.0,0.1,1.8,9.6,5.5,8.1,1.8,0.0,7.7,0.0,0.0,4.4,0.0,24.5,3.8,11.2,0.0,3.3,0.0,0.4,0.4,0.0,8.0,0.0,2.5,0.4,0.0,9.8
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,06,09:00,0.0,0.0,10.2,3.5,24.3,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,15.5,0.0,35.9,0.0,0.0,0.0,0.0,2.6,2.7,1.2,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,07,09:00,0.3,0.0,0.0,0.0,0.0,42.1,6.0,0.0,0.0,6.2,0.0,0.0,22.2,34.9,0.0,0.0,2.9,0.0,0.4,0.0,24.3,1.0,3.1,1.2,2.5,0.0,9.3,0.5,0.0,1.5,0.6
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,08,09:00,5.3,3.1,0.0,1.4,52.5,0.0,0.0,0.0,2.2,41.2,10.7,0.0,0.0,8.7,4.1,0.0,0.0,0.3,0.5,0.0,4.0,0.4,0.0,0.0,14.0,0.0,0.0,12.5,0.2,0.3,2.8
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,09,09:00,0.0,1.8,1.1,25.4,76.4,2.2,1.9,0.5,0.7,0.0,7.5,3.7,0.4,0.0,0.0,0.0,49.8,0.0,0.0,0.0,5.5,46.5,2.3,0.0,3.5,0.0,0.3,1.1,0.2,0.7,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,10,09:00,2.5,6.5,0.0,11.4,1.9,0.0,0.4,0.0,12.9,0.0,0.0,0.0,0.0,1.8,27.9,0.9,0.0,0.0,12.8,12.5,20.2,9.1,7.2,0.0,0.0,0.0,0.0,0.0,17.3,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,11,09:00,0.4,0.0,0.0,0.0,0.0,0.8,12.5,,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.3,11.4,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,0.0,0.0,0.0,
Abobo,Abobo,530,34.43,7.85,PRECIP,2014,12,09:00,0.0,0.0,10.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,05,09:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.6,0.0,3.5,1.2,0.0,1.1,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.2,3.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.3,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,07,09:00,4.2,14.7,0.0,2.2,7.1,0.9,13.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,26.0,6.0,6.1,5.1,3.2,0.0,27.6,0.0,0.0,7.7,11.1
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,08,09:00,15.1,5.9,1.1,0.3,8.6,1.5,1.2,10.7,8.8,2.0,9.9,26.0,9.9,2.5,14.4,8.9,4.9,0.9,0.0,1.4,4.2,3.6,13.6,1.5,14.4,0.8,4.8,0.0,0.5,0.0,18.6
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2012,04,09:00,23.4,20.1,6.3,0.9,0.0,0.0,0.0,1.3,1.6,0.5,0.1,13.6,0.0,1.2,0.0,8.0,0.0,0.0,0.0,11.5,5.6,2.7,0.0,5.9,0.0,0.0,0.6,0.0,3.4,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2014,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2014,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,02,09:00,0.0,0.0,0.0,0.0,2.7,3.1,11.8,0.0,25.3,43.6,32.8,1.2,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.5,23.5,5.2,,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,03,09:00,4.4,10.2,1.7,0.0,32.3,1.6,1.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,1.9,12.6,0.0,0.0,0.0,0.0,0.0,1.4,7.3,43.5,19.6,1.6,17.2
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,04,09:00,0.2,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,10.4,8.3,2.1,0.0,0.0,10.4,0.4,0.0,0.0,21.1,1.5,0.0,3.3,4.5,6.6,17.2,3.5,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,05,09:00,0.0,0.2,12.1,0.3,0.0,2.8,6.3,2.0,10.0,5.0,0.0,0.0,9.3,0.2,5.7,4.6,0.2,14.4,0.7,0.0,1.1,0.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,06,09:00,0.0,0.0,3.4,0.0,0.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,15.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.3,2.9,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,07,09:00,4.4,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.8,33.6,0.0,0.0,7.8,4.4,2.5,6.3,4.8,0.0,8.8,24.2,1.8,0.0,0.0,0.0,1.0,12.4,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,08,09:00,0.0,0.0,6.0,0.0,26.6,1.0,0.0,0.0,0.0,0.0,11.8,3.0,12.1,22.8,8.2,0.2,0.0,1.6,8.3,1.5,14.0,12.6,1.2,1.5,0.5,24.9,36.9,10.1,16.0,0.0,7.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,09,09:00,0.0,12.1,0.0,7.3,0.0,9.8,5.8,1.0,0.2,0.0,6.8,0.2,0.0,0.0,2.1,11.2,1.1,0.2,3.5,4.2,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,2.7,14.4,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,10,09:00,0.0,0.0,0.0,6.6,3.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.9,0.1,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,11,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,12,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2010,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,05,09:00,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,1.0,4.7,0.0,0.0,0.0,0.0,0.0,16.3,4.3,5.2,0.5,0.0,2.6,5.5,8.2,1.1,0.3,2.3,18.8,16.8,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,09,09:00,0.0,10.2,19.0,0.0,16.4,0.0,2.8,1.8,0.8,0.0,1.2,2.3,0.5,1.1,2.4,17.7,4.0,1.5,0.8,3.8,2.6,1.4,3.0,3.4,11.2,15.5,1.9,0.8,0.0,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,04,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4.3,22.6,0.0,0.0,0.0,0.0,1.9,0.7,12.7,9.6,0.0,0.0,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2011,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2014,05,09:00,1.3,0.0,0.0,0.0,0.4,8.7,0.0,0.0,7.7,3.9,0.0,2.3,9.6,0.0,8.3,0.1,7.8,0.0,0.0,1.4,2.0,4.9,0.0,,37.4,0.0,0.0,2.7,2.0,1.3,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2014,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,8.1,15.1,22.5,0.4,0.2,0.0,0.0,0.0,0.0,0.0,25.7,14.2,0.0,8.9,0.2,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2014,04,09:00,0.0,0.0,0.0,3.6,19.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.2,0.5,0.0,1.2,9.4,0.1,0.0,2.7,0.4,0.0,0.0,0.0,3.8,0.2,1.0,0.2,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,3.7,6.7,1.1,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,02,09:00,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,11.8,1.2,0.0,0.0,0.0,0.0,2.4,15.1,7.9,1.7,10.3,2.8,0.2,1.2,3.3,7.8,0.0,0.5,0.5
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,04,09:00,0.0,3.4,5.7,0.0,2.6,0.4,0.1,11.4,7.2,0.0,22.3,0.9,0.1,0.0,0.0,1.2,0.0,1.9,4.0,0.2,2.4,2.4,0.0,0.0,0.0,2.1,8.6,0.6,0.0,2.2,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,05,09:00,8.3,4.7,0.0,1.6,12.4,0.0,17.5,0.4,3.2,0.0,0.2,0.0,0.0,0.5,1.8,0.0,9.5,0.6,0.0,0.0,0.0,0.0,4.0,4.9,14.0,3.3,0.9,0.2,0.0,0.0,0.8
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,06,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2.8,0.0,0.0,16.3,1.3,5.5,0.3,2.2,0.0,0.0,0.0,0.0,0.0,0.6,1.6,0.0,0.8,2.6,4.6,0.0,0.0,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,07,09:00,8.4,0.0,0.0,23.0,13.5,0.0,0.0,0.7,2.6,0.0,0.0,0.0,0.0,7.3,10.6,0.0,2.3,0.0,0.0,0.0,6.1,3.5,4.2,6.7,2.6,16.1,15.7,0.3,26.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2013,08,09:00,1.5,6.0,1.9,38.7,10.6,17.1,6.9,0.0,3.0,0.0,5.0,3.1,0.1,1.2,0.0,0.8,33.1,10.4,0.0,5.7,6.0,4.4,0.0,3.0,3.3,0.0,0.0,0.0,0.2,1.8,11.9
Adele,Aris,2466,39.90292,7.7505,PRECIP,2006,01,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adele,Aris,2466,39.90292,7.7505,PRECIP,2006,02,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,34.8,6.7,7.4,0.0,0.0,0.8,11.7,0.2,0.0,0.0,,,
Adele,Aris,2466,39.90292,7.7505,PRECIP,2006,03,09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,1.5,16.4,8.2,0.0,8.6,1.8,3.0,0.4,1.5,0.0,0.5,0.6,0.0,0.0,8.0,3.6,0.0,0.0,0.0,14.6,5.2,9.7
